date,patch,matchtype,matchnum,team,side,victorydefeat,time,towersdestroyed,inhibitorsdestroyed,baronsslain,dragonsslain,riftheraldsslain,summoner,role,champion,kill,death,assist,largestkillingspree,largestmultikill,firstblood,totaldamagedealttochampions,physicaldamagedealttochampions,magicdamagedealttochampions,truedamagedealttochampions,totaldamagedealt,physicaldamagedealt,magicdamagedealt,truedamagedealt,largestcriticalstrike,totaldamagetoobjectives,totaldamagetoturrets,damagehealed,damagetaken,physicaldamagetaken,magicdamagetaken,truedamagetaken,wardsplaced,wardsdestroyed,stealthwardspurchased,controlwardspurchased,goldearned,goldspent,minionskilled,neutralminionskilled,neutralminionskilledinteamsjungle,neutralminionskilledinenemyjungle,kdaratio,killparticipation,damageperdeath,damageshare,damagepergold,goldadvantage,csadvantage,csperminute,visionscoreperhour
2021-01-06,10.25,scrim,2,lindenwood university,blue,victory,41:11,11,2,2,3,1,Litning Drincer,jungle,Ekko,9,7,8,6,1,0,24.5,2.6,21,0.9,204.6,29.7,163,11.9,0,30.7,3.2,19.6,39.8,27.5,11.6,0.7,1,8,0,0,14.8,14.5,38,148,96,9,2.428571429,0.404761905,3.5,0.16978517,1.655405405,2.2,-6,4.52,13.11
2021-01-06,10.25,scrim,2,lindenwood university,blue,victory,41:11,11,2,2,3,1,VinaZz VI,mid,Zoe,14,4,12,9,1,1,35,2,29.2,3.8,155.2,14.7,135,5.6,65,9.7,1.9,5.9,22.1,11.2,10.9,0,17,2,0,4,16.8,15.6,165,16,12,0,6.5,0.619047619,8.75,0.242550243,2.083333333,3.1,-55,4.39,33.51
2021-01-06,10.25,scrim,2,lindenwood university,blue,victory,41:11,11,2,2,3,1,MoonJuices,adc,Miss Fortune,11,7,16,4,2,0,57,50.6,4.1,2.4,283.6,270,10.6,3,1154,36.1,16.3,14.4,28.8,12.8,14.5,1.5,15,6,0,2,19.1,16.4,259,32,8,4,3.857142857,0.642857143,8.142857143,0.395010395,2.984293194,-0.6,-78,7.07,33.51
2021-01-06,10.25,scrim,2,lindenwood university,blue,victory,41:11,11,2,2,3,1,bricktps,support,Leona,4,7,19,2,1,0,7.8,1.8,6,0,28.8,8.4,14,6.5,0,3.5,1.5,1.6,27.6,15.8,8.4,3.3,24,15,0,2,11.7,10.6,40,0,0,0,3.285714286,0.547619048,1.114285714,0.054054054,0.666666667,-3.5,-11,0.97,59.73
2021-01-06,10.25,scrim,2,unknown,red,defeat,41:11,5,0,0,3,0,ResurrecTióN,top,Sett,3,10,6,2,1,0,13.8,11.3,0.2,2.4,229.3,208.6,0.2,20.6,0,14.8,1.9,6.5,45.4,29.6,15.1,0.7,7,3,0,0,14.4,12.5,257,16,8,4,0.9,0.333333333,1.38,0.126838235,0.958333333,-1.4,6,6.63,14.57
2021-01-06,10.25,scrim,2,unknown,red,defeat,41:11,5,0,0,3,0,JustMemeIt,jungle,Gragas,4,9,11,4,1,0,22.2,1.4,19.9,0.9,197.5,26.1,157.2,14.2,0,11.9,0,24.6,48,32.8,13.9,1.3,14,8,0,0,12.6,11.5,35,157,124,12,1.666666667,0.555555556,2.466666667,0.204044118,1.761904762,-2.2,6,4.66,32.05
2021-01-06,10.25,scrim,2,unknown,red,defeat,41:11,5,0,0,3,0,DonClemmy,mid,Syndra,4,12,9,2,1,0,31,1.3,29.2,0.5,175.5,18.5,153.4,3.6,0,3.5,0.6,5.6,32.5,13.5,17.2,1.8,15,5,0,1,13.7,13.1,228,8,5,0,1.083333333,0.481481481,2.583333333,0.284926471,2.262773723,-3.1,55,5.73,30.59
2021-01-06,10.25,scrim,2,unknown,red,defeat,41:11,5,0,0,3,0,MythicalMyth,adc,Samira,8,5,10,5,2,0,26.9,24.8,1.6,0.5,288.4,245.5,20.2,22.6,740,9.1,5.2,13.9,41.1,27.8,12.3,1,15,8,0,3,19.7,19.8,323,46,33,0,3.6,0.666666667,5.38,0.247242647,1.365482234,0.6,78,8.96,37.88
2021-01-06,10.25,scrim,2,unknown,red,defeat,41:11,5,0,0,3,0,Shampoo Bracelet,support,Pyke,8,6,11,3,1,0,14.9,11.8,0.2,2.9,55.7,44.6,0.2,10.9,0,3.1,3.1,6.2,23.2,11.7,8.9,2.6,69,12,0,11,15.2,15,51,0,0,0,3.166666667,0.703703704,2.483333333,0.136948529,0.980263158,3.5,11,1.24,134.03
2021-01-11,11.1,scrim,1,university of health sciences and pharmacy,blue,victory,16:35,4,0,0,2,2,zemsta,top,Mordekaiser,5,0,4,5,1,0,10.6,1.4,9,0.2,77.3,15.8,60.8,0.7,0,4.4,4.4,3.5,8.8,7,1.6,0.1,4,0,0,1,8.5,6.9,139,4,0,4,#DIV/0!,0.529411765,#DIV/0!,0.406130268,1.247058824,4.5,65,8.62,18.09
2021-01-11,11.1,scrim,1,university of health sciences and pharmacy,blue,victory,16:35,4,0,0,2,2,Daddy Jame,jungle,Graves,7,0,0,7,2,1,3.5,3.1,0.3,0.2,102.2,78.6,7.3,16.3,1425,28.3,0.3,6.4,11.1,9.8,1.3,0,3,2,0,2,7.9,6.5,8,106,41,27,#DIV/0!,0.411764706,#DIV/0!,0.134099617,0.443037975,4.4,60,6.87,25.33
2021-01-11,11.1,scrim,1,university of health sciences and pharmacy,blue,victory,16:35,4,0,0,2,2,Hyukbye,mid,Sylas,1,0,5,1,1,0,3.8,0.1,3.7,0,55.8,8.6,47.2,0,0,0.9,0.9,2.4,5.4,4.2,1.3,0,5,2,0,4,6.3,5.9,137,8,4,4,#DIV/0!,0.352941176,#DIV/0!,0.14559387,0.603174603,1.5,25,8.74,39.80
2021-01-11,11.1,scrim,1,university of health sciences and pharmacy,blue,victory,16:35,4,0,0,2,2,CorgiCorgiCorgi,adc,Jhin,3,0,5,3,2,0,4,3.7,0.3,0,47.4,44.5,2.9,0,827,4.6,2.3,1.3,2.9,1.8,1,0.1,6,2,0,3,6.7,5.3,128,4,0,0,#DIV/0!,0.470588235,#DIV/0!,0.153256705,0.597014925,2.3,32,7.96,39.80
2021-01-11,11.1,scrim,1,university of health sciences and pharmacy,blue,victory,16:35,4,0,0,2,2,Mrs GreenApp1e,support,Nautilus,1,0,8,1,1,0,4.2,1.3,2.5,0.5,18,5.7,6.6,5.7,0,1.1,0.4,0.3,4.7,3.2,1.5,0,13,4,0,4,4.9,3.5,25,0,0,0,#DIV/0!,0.529411765,#DIV/0!,0.16091954,0.857142857,1.7,2,1.51,75.98
2021-01-11,11.1,scrim,1,lindenwood university,red,defeat,16:35,0,0,0,0,0,LoL Coach Sam,top,Wukong,0,3,0,0,0,0,1.8,1.2,0.6,0,24.3,18.3,6.1,0,0,0.1,0,0.2,6.6,1.6,4.9,0.1,4,1,0,2,4,3.5,78,0,0,0,0,#DIV/0!,0.6,0.129496403,0.45,-4.5,-65,4.70,25.33
2021-01-11,11.1,scrim,1,lindenwood university,red,defeat,16:35,0,0,0,0,0,Litning Drincer,jungle,Poppy,0,5,0,0,0,0,2.1,1.9,0.1,0.1,32.3,24.9,4.2,3.2,0,0,0,2.9,9.8,5,4.6,0.1,1,2,0,0,3.5,3.4,10,44,40,0,0,#DIV/0!,0.42,0.151079137,0.6,-4.4,-60,3.26,10.85
2021-01-11,11.1,scrim,1,lindenwood university,red,defeat,16:35,0,0,0,0,0,VinaZz VI,mid,Seraphine,0,3,0,0,0,0,3.8,0.7,3.2,0,47.7,8.6,39.1,0,0,0,0,0.1,5.1,2.2,2.8,0,6,0,0,2,4.8,4.4,110,10,10,0,0,#DIV/0!,1.266666667,0.273381295,0.791666667,-1.5,-25,7.24,28.94
2021-01-11,11.1,scrim,1,lindenwood university,red,defeat,16:35,0,0,0,0,0,MoonJuices,adc,Kai'Sa,0,3,0,0,0,0,5.5,3.7,1.8,0,39.2,26,3.4,9.8,0,0,0,0.4,6.4,3.7,2.1,0.5,7,1,0,2,4.4,3,100,0,0,0,0,#DIV/0!,1.833333333,0.395683453,1.25,-2.3,-32,6.03,36.18
2021-01-11,11.1,scrim,1,lindenwood university,red,defeat,16:35,0,0,0,0,0,bricktps,support,Lulu,0,3,0,0,0,0,0.7,0.3,0.4,0,8.1,2,2.5,3.6,0,0,0,0.2,4.9,2.6,2.1,0.1,9,1,0,1,3.2,2.6,23,0,0,0,0,#DIV/0!,0.233333333,0.050359712,0.21875,-1.7,-2,1.39,39.80
2021-01-11,11.1,scrim,2,lindenwood university,blue,defeat,23:25,2,0,0,0,1,LoL Coach Sam,top,Kled,2,4,3,2,1,0,9.8,9.7,0.1,0,80.3,77.5,0.1,2.7,0,3.1,3.1,2.2,23.7,19.7,3.7,0.3,8,2,0,3,7.9,7.1,143,0,0,0,1.25,0.625,2.45,0.233333333,1.240506329,-3.1,-16,6.11,33.31
2021-01-11,11.1,scrim,2,lindenwood university,blue,defeat,23:25,2,0,0,0,1,Litning Drincer,jungle,Vi,4,8,1,2,1,0,9.3,8.2,0.3,0.8,87.6,72.5,5.5,9.5,0,11.6,0.6,4.8,17.1,11.5,4.9,0.7,7,2,0,1,7.8,7.4,9,92,67,8,0.625,0.625,1.1625,0.221428571,1.192307692,-1.9,-17,4.31,25.62
2021-01-11,11.1,scrim,2,lindenwood university,blue,defeat,23:25,2,0,0,0,1,VinaZz VI,mid,Ryze,1,2,4,1,1,0,11.7,1.2,10.5,0,151.6,10.6,139.4,1.6,0,9,0.8,2.1,9.7,5.6,3.7,0.4,9,2,0,3,8.9,7.9,200,12,4,0,2.5,0.625,5.85,0.278571429,1.314606742,-0.4,26,9.05,35.87
2021-01-11,11.1,scrim,2,lindenwood university,blue,defeat,23:25,2,0,0,0,1,MoonJuices,adc,Swain,0,4,4,0,0,0,8.7,1.2,7.1,0.3,60.1,10.6,44.5,5.1,0,0.6,0.2,2.1,10.5,6.4,3.3,0.8,9,1,0,2,6.5,6.1,128,0,0,0,1,0.5,2.175,0.207142857,1.338461538,-5.3,-66,5.47,30.75
2021-01-11,11.1,scrim,2,lindenwood university,blue,defeat,23:25,2,0,0,0,1,bricktps,support,Lulu,1,6,3,1,1,0,2.5,0.6,1.5,0.4,16,4.1,6.6,5.3,0,0.4,0.1,0.8,8.8,5.1,3.7,0,11,3,0,2,5.3,4.8,32,0,0,0,0.666666667,0.5,0.416666667,0.05952381,0.471698113,-2.6,-1,1.37,41.00
2021-01-11,11.1,scrim,2,university of health sciences and pharmacy,red,victory,23:25,10,1,1,3,1,zemsta,top,Pantheon,6,2,5,3,1,1,19.7,19.4,0,0.3,115.1,107.9,1.5,5.7,0,4.2,4.2,8.3,19.4,15.8,3.1,0.5,8,1,0,1,11,9.2,147,12,0,12,5.5,0.458333333,9.85,0.348056537,1.790909091,3.1,16,6.79,25.62
2021-01-11,11.1,scrim,2,university of health sciences and pharmacy,red,victory,23:25,10,1,1,3,1,Daddy Jame,jungle,Sejuani,5,0,14,5,1,0,10.2,5.3,4.7,0.2,110.9,52.1,46.9,11.8,0,29.7,0.7,10.3,19.9,15,4.7,0.2,5,5,0,4,9.7,8.6,11,107,44,17,#DIV/0!,0.791666667,#DIV/0!,0.180212014,1.051546392,1.9,17,5.04,35.87
2021-01-11,11.1,scrim,2,university of health sciences and pharmacy,red,victory,23:25,10,1,1,3,1,Hyukbye,mid,Akali,2,3,7,2,1,0,8.7,1.4,7.2,0,93.5,16.3,77.2,0,0,3.4,1.9,7.8,16.1,8.5,7.4,0.2,9,4,0,4,9.3,7.5,178,8,8,0,3,0.375,2.9,0.153710247,0.935483871,0.4,-26,7.94,43.56
2021-01-11,11.1,scrim,2,university of health sciences and pharmacy,red,victory,23:25,10,1,1,3,1,CorgiCorgiCorgi,adc,Tristana,7,0,10,7,2,0,10.9,9.1,0.8,0.9,141.4,96.8,25.2,19.4,461,26.3,12.3,7.9,11.2,7.3,3.5,0.4,9,3,0,4,11.8,9.4,183,11,8,3,#DIV/0!,0.708333333,#DIV/0!,0.192579505,0.923728814,5.3,66,8.28,41.00
2021-01-11,11.1,scrim,2,university of health sciences and pharmacy,red,victory,23:25,10,1,1,3,1,Mrs GreenApp1e,support,Rell,4,3,13,2,1,0,7.1,1.2,5.1,0.9,24,5.8,11,7.2,0,4,0.8,1.6,11.2,7.7,3.1,0.3,21,5,0,6,7.9,6.3,33,0,0,0,5.666666667,0.708333333,2.366666667,0.125441696,0.898734177,2.6,1,1.41,81.99
2021-01-12,11.1,scrim,1,lindenwood university,blue,defeat,37:59,3,0,0,3,2,snickerpig,top,Aatrox,2,6,4,2,1,0,18.4,18.4,0,0,159.1,143.7,0,15.4,0,20.6,2.9,18.2,44.2,25.9,15.8,2.5,9,7,0,1,11.7,11.6,204,10,2,0,1,0.461538462,3.066666667,0.247644684,1.572649573,-0.4,1,5.63,26.85
2021-01-12,11.1,scrim,1,lindenwood university,blue,defeat,37:59,3,0,0,3,2,Puzyri,jungle,Kha'Zix,2,5,4,2,1,0,10.9,9.9,0.5,0.5,152.8,135.8,10.3,6.8,0,15.4,0.2,18.4,34.5,22.7,10.9,0.9,10,8,0,10,10.3,10.2,16,157,112,0,1.2,0.461538462,2.18,0.146702557,1.058252427,-5.9,-140,4.55,44.23
2021-01-12,11.1,scrim,1,lindenwood university,blue,defeat,37:59,3,0,0,3,2,VinaZz VI,mid,Syndra,5,0,4,5,1,0,27.5,0.7,26.7,0.1,217.6,16.4,196.7,4.5,0,3.1,0.2,5.7,15.2,6.9,8.3,0,19,5,0,7,14.1,13.3,271,20,17,0,#DIV/0!,0.692307692,#DIV/0!,0.370121131,1.95035461,0.4,40,7.66,48.97
2021-01-12,11.1,scrim,1,lindenwood university,blue,defeat,37:59,3,0,0,3,2,h0gaboga,adc,Xayah,3,5,3,2,1,1,15.3,14.7,0.5,0.1,171.4,168.6,0.9,1.9,532,8.4,1.9,6.7,20.5,11,9,0.5,15,2,0,4,12.2,11.6,226,13,9,0,1.2,0.461538462,3.06,0.205921938,1.254098361,-2.1,-1,6.29,33.17
2021-01-12,11.1,scrim,1,lindenwood university,blue,defeat,37:59,3,0,0,3,2,ZenDofu,support,Taric,1,6,6,1,1,0,2.2,0.6,1.5,0,12.3,3.7,2.9,5.6,0,0.5,0.3,9.4,18.6,7.4,10.5,0.7,36,9,0,8,8.4,7.8,29,0,0,0,1.166666667,0.538461538,0.366666667,0.02960969,0.261904762,-0.4,-15,0.76,83.72
2021-01-12,11.1,scrim,1,unknown,red,victory,37:59,10,2,0,3,0,Sneaky Beagle,top,Karma,3,3,10,3,1,0,14.3,2.3,11.9,0.1,142,22.4,116.1,3.5,0,5.1,3.2,4.4,22.4,16.8,5.5,0.2,14,3,0,3,12.1,11,213,0,0,0,4.333333333,0.590909091,4.766666667,0.144590495,1.181818182,0.4,-1,5.61,31.59
2021-01-12,11.1,scrim,1,unknown,red,victory,37:59,10,2,0,3,0,kastre,jungle,Graves,6,6,10,2,1,0,27.3,21.3,2.7,3.3,314.7,284.1,13.9,16.7,525,28.9,3.3,18.4,33.6,20.9,12.3,0.4,12,11,0,9,16.2,13.9,70,243,156,37,2.666666667,0.727272727,4.55,0.2760364,1.685185185,5.9,140,8.24,50.55
2021-01-12,11.1,scrim,1,unknown,red,victory,37:59,10,2,0,3,0,Poop tastes fine,mid,Diana,6,1,10,4,2,0,25.1,1.8,23.2,0.1,198.1,27.3,163.7,7.1,0,8.1,2,2,15.9,7.4,8.4,0.1,15,14,0,3,13.7,10.7,239,12,12,0,16,0.727272727,25.1,0.253791709,1.832116788,-0.4,-40,6.61,50.55
2021-01-12,11.1,scrim,1,unknown,red,victory,37:59,10,2,0,3,0,Eleazerg,adc,Ezreal,6,2,10,3,2,0,24.5,16.3,8.1,0,167.9,141.4,14.8,11.7,0,18.9,9.5,2.5,11.6,9.6,2,0,12,8,0,1,14.3,12.7,236,4,0,0,8,0.727272727,12.25,0.247724975,1.713286713,2.1,1,6.32,33.17
2021-01-12,11.1,scrim,1,unknown,red,victory,37:59,10,2,0,3,0,CDXHunter,support,Braum,1,1,15,1,1,0,7.7,1.1,5.6,0.9,31.5,15.8,9.4,6.2,0,5.3,3.6,3.2,18,15.4,2.6,0,41,9,0,8,8.8,8.1,36,8,0,0,16,0.727272727,7.7,0.077856421,0.875,0.4,15,1.16,91.62
2021-01-12,11.1,scrim,2,unknown,blue,victory,25:11,6,1,0,4,0,Sneaky Beagle,top,Pantheon,8,5,4,4,1,0,18.8,16.6,1,1.1,107,99.6,1.9,5.5,0,9.6,4.7,7.4,21.3,8.7,11.9,0.7,9,2,0,3,10.6,10.2,149,12,8,4,2.4,0.375,3.76,0.285714286,1.773584906,0.8,48,6.39,33.36
2021-01-12,11.1,scrim,2,unknown,blue,victory,25:11,6,1,0,4,0,kastre,jungle,Elise,12,5,9,8,2,1,18.6,1.1,16.2,1.3,110.2,16.8,84.9,8.5,0,22,1.6,8.8,21.7,13.4,8.2,0.1,8,1,0,6,10.5,10.3,3,120,63,12,4.2,0.65625,3.72,0.282674772,1.771428571,2.6,10,4.88,35.74
2021-01-12,11.1,scrim,2,unknown,blue,victory,25:11,6,1,0,4,0,Poop tastes fine,mid,Twisted Fate,4,2,12,4,2,0,15.8,2,13.7,0,93.9,17.9,74.6,1.4,96,7.2,4.4,4.4,12.9,8.4,4.3,0.2,8,6,0,0,10.5,9.8,142,4,0,0,8,0.5,7.9,0.240121581,1.504761905,1.9,-19,5.80,33.36
2021-01-12,11.1,scrim,2,unknown,blue,victory,25:11,6,1,0,4,0,Eleazerg,adc,Caitlyn,4,1,6,2,2,0,6.3,5.6,0.5,0.1,89.4,83.1,1.1,5.2,532,15.9,6.6,2.4,8.5,4.7,3.7,0.1,8,2,0,1,9.3,7.6,168,0,0,0,10,0.3125,6.3,0.095744681,0.677419355,0.3,13,6.67,26.21
2021-01-12,11.1,scrim,2,unknown,blue,victory,25:11,6,1,0,4,0,CDXHunter,support,Leona,4,3,12,4,1,0,6.3,1.9,3.9,0.5,18.6,7,6.1,5.5,0,2.3,1.9,1.2,10.3,6.1,4,0.3,29,6,0,6,7.5,6.7,27,0,0,0,5.333333333,0.5,2.1,0.095744681,0.84,2.6,18,1.07,97.68
2021-01-12,11.1,scrim,2,lindenwood university,red,defeat,25:11,2,0,0,0,1,snickerpig,top,Maokai,8,8,3,2,1,0,17.8,3.2,14.2,0.4,101.7,17.6,65.3,18.7,10,6.4,1.9,8.1,28,18.5,8.1,1.5,8,5,0,1,9.8,9.6,105,8,8,0,1.375,0.733333333,2.225,0.392935982,1.816326531,-0.8,-48,4.49,33.36
2021-01-12,11.1,scrim,2,lindenwood university,red,defeat,25:11,2,0,0,0,1,Puzyri,jungle,Ivern,1,6,8,1,1,0,6.2,2.3,3.7,0.3,343.7,4.8,5.4,333.5,0,6,0,3.2,11.1,3.7,7,0.3,8,4,0,7,7.9,6.8,11,102,86,8,1.5,0.6,1.033333333,0.136865342,0.784810127,-2.6,-10,4.49,45.27
2021-01-12,11.1,scrim,2,lindenwood university,red,defeat,25:11,2,0,0,0,1,VinaZz VI,mid,Anivia,2,7,4,2,1,0,9.9,0.5,9,0.4,103.5,8.4,86.8,8.3,0,1.4,0.8,0.7,16.1,5.7,10,0.4,8,0,0,1,8.6,8.2,165,0,0,0,0.857142857,0.4,1.414285714,0.218543046,1.151162791,-1.9,19,6.55,21.44
2021-01-12,11.1,scrim,2,lindenwood university,red,defeat,25:11,2,0,0,0,1,h0gaboga,adc,Varus,4,6,1,2,2,0,8.9,6.7,1.9,0.3,90.1,83.7,4.6,1.8,0,3.8,3.3,0.1,10,4.4,5.4,0.2,11,1,0,3,9,8.4,151,4,0,0,0.833333333,0.333333333,1.483333333,0.196467991,0.988888889,-0.3,-13,6.15,35.74
2021-01-12,11.1,scrim,2,lindenwood university,red,defeat,25:11,2,0,0,0,1,ZenDofu,support,Nami,0,5,5,0,0,0,2.5,0.2,2.3,0,6,1.9,4.1,0,0,0.2,0,3.7,8.4,2.7,5.1,0.6,18,2,0,5,4.9,3.7,9,0,0,0,1,0.333333333,0.5,0.055187638,0.510204082,-2.6,-18,0.36,59.56
2021-01-12,11.1,scrim,3,lindenwood university,blue,defeat,28:08,0,0,0,1,0,snickerpig,top,Malphite,2,7,5,2,1,0,14.4,2.8,11.6,0,88.7,35.2,45.1,8.4,0,0.6,0.6,2.1,17.9,11.2,4.9,1.8,10,1,0,2,7.6,7.3,136,0,0,0,1,0.28,2.057142857,0.180225282,1.894736842,-5,-53,4.83,27.73
2021-01-12,11.1,scrim,3,lindenwood university,blue,defeat,28:08,0,0,0,1,0,Puzyri,jungle,Ekko,4,8,8,4,1,0,14.2,2.1,11.4,0.7,132.8,23.5,103.8,5.4,0,6.4,0,13.4,32.6,21.1,9.5,2,5,1,0,4,9.2,9.1,21,114,90,0,1.5,0.48,1.775,0.177722153,1.543478261,-4,-10,4.80,21.33
2021-01-12,11.1,scrim,3,lindenwood university,blue,defeat,28:08,0,0,0,1,0,VinaZz VI,mid,Seraphine,6,8,10,3,2,0,18.2,1.4,16.8,0,157.3,10.3,147,0,0,1.1,0.9,3.5,17,9.6,5.8,1.6,11,1,0,2,11.3,10.6,206,0,0,0,2,0.64,2.275,0.227784731,1.610619469,-1.6,23,7.32,29.86
2021-01-12,11.1,scrim,3,lindenwood university,blue,defeat,28:08,0,0,0,1,0,h0gaboga,adc,Aphelios,12,8,8,3,2,0,26.8,22,1.4,3.5,117.7,100.6,1.7,15.4,2543,5.3,0.7,2.9,15.6,9.4,4.5,1.7,9,0,0,3,13.5,13.6,160,16,12,0,2.5,0.8,3.35,0.335419274,1.985185185,0.5,27,6.26,25.59
2021-01-12,11.1,scrim,3,lindenwood university,blue,defeat,28:08,0,0,0,1,0,ZenDofu,support,Leona,1,8,16,1,1,0,6.3,1.9,3.4,0.9,17.4,4.8,6.6,6,0,0.1,0,0.5,17.3,6.5,9.3,1.5,25,9,0,7,7,6.3,31,0,0,0,2.125,0.68,0.7875,0.078848561,0.9,-0.8,3,1.10,87.44
2021-01-12,11.1,scrim,3,unknown,red,victory,28:08,10,3,1,3,2,Sneaky Beagle,top,Darius,3,6,12,3,1,0,10.8,9.4,0,1.5,141,138.6,0,2.5,0,21.8,11.5,6.8,27.1,14.3,11.4,1.5,7,0,0,3,12.6,11.5,173,16,1,11,2.5,0.365853659,1.8,0.136020151,0.857142857,5,53,6.72,21.33
2021-01-12,11.1,scrim,3,unknown,red,victory,28:08,10,3,1,3,2,From Irøn,jungle,Rek'Sai,13,4,7,6,2,0,18.1,14.7,0,3.5,131.5,100.4,5.3,25.8,0,32,3.2,14,26.8,17.8,8.5,0.5,6,3,0,5,13.2,11.5,17,128,77,4,5,0.487804878,4.525,0.227959698,1.371212121,4,10,5.15,29.86
2021-01-12,11.1,scrim,3,unknown,red,victory,28:08,10,3,1,3,2,Poop tastes fine,mid,Lissandra,13,3,13,7,2,0,25.1,0.8,23.4,0.9,134.8,12.1,118.8,3.9,0,3.5,2.1,3.6,19.5,7,11,1.5,7,1,0,0,12.9,12.8,182,1,0,0,8.666666667,0.634146341,8.366666667,0.316120907,1.945736434,1.6,-23,6.50,17.06
2021-01-12,11.1,scrim,3,unknown,red,victory,28:08,10,3,1,3,2,Eleazerg,adc,Kai'Sa,11,6,13,4,3,1,16.9,11.5,3.6,1.8,88.2,71.8,8.8,7.6,471,20,3.5,7.1,17.1,6.9,9.2,1,9,14,0,1,13,11.4,145,4,0,0,4,0.585365854,2.816666667,0.212846348,1.3,-0.5,-27,5.30,51.18
2021-01-12,11.1,scrim,3,unknown,red,victory,28:08,10,3,1,3,2,CDXHunter,support,Nautilus,1,6,20,1,1,0,8.5,1.9,5.7,0.9,30.9,10.2,15.1,5.6,0,4.6,2.9,2.2,17.8,10,7.2,0.6,29,5,0,7,7.8,6.5,28,0,0,0,3.5,0.512195122,1.416666667,0.107052897,1.08974359,0.8,-3,1.00,87.44
2021-01-13,11.1,scrim,1,lindenwood university,blue,victory,34:43,7,1,1,1,0,LoL Coach Sam,top,Camille,9,1,10,8,2,1,28.1,16,1.5,10.6,191.9,149.6,1.5,40.7,0,13.6,7.7,19.1,32.4,19,12.3,1.1,5,8,0,3,16.6,15,237,8,4,0,19,0.791666667,28.1,0.263849765,1.692771084,7.3,85,7.06,27.65
2021-01-13,11.1,scrim,1,lindenwood university,blue,victory,34:43,7,1,1,1,0,Litning Drincer,jungle,Warwick,4,8,8,2,1,0,11.7,4.5,6.6,0.6,158,86.6,58.2,13.2,0,12.4,2,32.3,52.2,36.7,14.5,1,2,5,0,1,11.2,8.5,14,138,114,2,1.5,0.5,1.4625,0.109859155,1.044642857,-1.8,-22,4.38,13.83
2021-01-13,11.1,scrim,1,lindenwood university,blue,victory,34:43,7,1,1,1,0,VinaZz VI,mid,Zoe,7,3,8,6,2,0,28.5,1.8,22.6,4.1,158.3,13.8,122.9,21.6,139,7.7,2.5,5,13.4,5.2,8.2,0.1,16,5,0,5,13.1,11.8,186,8,4,0,5,0.625,9.5,0.267605634,2.175572519,-0.8,6,5.59,44.94
2021-01-13,11.1,scrim,1,lindenwood university,blue,victory,34:43,7,1,1,1,0,MoonJuices,adc,Ashe,1,5,16,1,1,0,32.3,25.8,6.3,0.1,158.1,149.6,6.3,2.2,184,6.8,2.1,4.8,15.2,7.5,7.2,0.5,15,4,0,4,12.3,11.2,244,4,4,0,3.4,0.708333333,6.46,0.303286385,2.62601626,-1.7,-16,7.14,39.75
2021-01-13,11.1,scrim,1,lindenwood university,blue,victory,34:43,7,1,1,1,0,Puzyri,support,Rell,3,11,6,2,2,0,5.9,0.7,5.2,0,15.9,3.1,8.3,4.5,0,0.3,0.2,1.6,19.1,7.4,11.5,0.3,29,7,0,6,8.2,7,35,0,0,0,0.818181818,0.375,0.536363636,0.055399061,0.719512195,0,-9,1.01,72.59
2021-01-13,11.1,scrim,1,cegep,red,defeat,34:43,5,0,1,4,1,Killangel1,top,Volibear,1,5,5,1,1,0,15,7.9,7.1,0,110,50,54.1,5.8,0,8.6,1.2,2,27.3,15,6.8,5.5,13,3,0,4,9.3,8.6,158,2,0,1,1.2,0.214285714,3,0.174013921,1.612903226,-7.3,-85,4.61,34.57
2021-01-13,11.1,scrim,1,cegep,red,defeat,34:43,5,0,1,4,1,Sklerijenn,jungle,Nunu,7,6,17,4,2,0,16.5,2.2,13.5,0.8,162.4,24.9,75.2,62.3,0,29.8,0,19.4,38.4,24.3,10.3,3.8,5,12,0,4,13,12.5,30,144,89,17,4,0.857142857,2.75,0.191415313,1.269230769,1.8,22,5.01,36.29
2021-01-13,11.1,scrim,1,cegep,red,defeat,34:43,5,0,1,4,1,Le Sir Plante,mid,Annie,12,4,6,7,2,0,25.9,1,23.6,1.4,147.5,11.7,133.9,1.9,0,7.5,2.6,7,22.2,10.4,9.4,2.4,17,3,0,6,13.9,12.8,166,22,9,8,4.5,0.642857143,6.475,0.300464037,1.863309353,0.8,-6,5.42,44.94
2021-01-13,11.1,scrim,1,cegep,red,defeat,34:43,5,0,1,4,1,SacFeve,adc,Samira,8,4,10,7,3,0,23.3,21.2,2.1,0,189.4,169.8,16.9,2.8,551,27,4.3,6.8,24.2,14.4,8.6,1.3,16,7,0,9,14,13.5,226,38,20,1,4.5,0.642857143,5.825,0.270301624,1.664285714,1.7,16,7.60,55.30
2021-01-13,11.1,scrim,1,cegep,red,defeat,34:43,5,0,1,4,1,0TGG,support,Alistar,0,5,20,0,0,0,5.5,1.1,3.6,0.8,20.2,6.9,7.2,6,0,2.6,0.8,11.5,27,13.8,10.6,2.6,34,16,0,9,8.2,8,44,0,0,0,4,0.714285714,1.1,0.063805104,0.670731707,0,9,1.27,101.97
