date,patch,matchtype,matchnum,team,side,victorydefeat,time,towersdestroyed,inhibitorsdestroyed,baronsslain,dragonsslain,riftheraldsslain,summoner,role,champion,kill,death,assist,largestkillingspree,largestmultikill,firstblood,totaldamagedealttochampions,physicaldamagedealttochampions,magicdamagedealttochampions,truedamagedealttochampions,totaldamagedealt,physicaldamagedealt,magicdamagedealt,truedamagedealt,largestcriticalstrike,totaldamagetoobjectives,totaldamagetoturrets,damagehealed,damagetaken,physicaldamagetaken,magicdamagetaken,truedamagetaken,wardsplaced,wardsdestroyed,stealthwardspurchased,controlwardspurchased,goldearned,goldspent,minionskilled,neutralminionskilled,neutralminionskilledinteamsjungle,neutralminionskilledinenemyjungle,kdaratio,killparticipation,damageperdeath,damageshare,damagepergold,goldadvantage,csadvantage,csperminute,visionscoreperhour
2021-01-13,11.1,scrim,2,cegep,blue,victory,26:35,5,0,0,3,0,Killangel1,top,Shen,4,0,11,4,2,0,8,4,3.7,0.3,82.3,49.5,26.3,6.5,0,4.5,1.9,0.9,10.6,9.3,1.3,0.1,11,0,0,4,9.1,8.4,156,4,0,0,#DIV/0!,0.576923077,#DIV/0!,0.13559322,0.879120879,1.2,-11,6.02,33.86
2021-01-13,11.1,scrim,2,cegep,blue,victory,26:35,5,0,0,3,0,Sklerijenn,jungle,Hecarim,6,2,11,5,2,1,10.6,9.5,1,0.2,148.4,130.1,11.8,6.5,0,20.2,1.9,14.4,22.4,17.3,3.4,1.7,5,7,0,2,10.6,10.2,22,136,80,21,8.5,0.653846154,5.3,0.179661017,1,4,37,5.94,31.60
2021-01-13,11.1,scrim,2,cegep,blue,victory,26:35,5,0,0,3,0,Le Sir Plante,mid,Viktor,9,0,10,9,2,0,22.9,0.9,21.7,0.3,139.6,13.3,114.3,12,0,1.9,1.4,0.6,5.7,3.6,2.1,0,9,0,0,4,12,10.7,193,16,0,16,#DIV/0!,0.730769231,#DIV/0!,0.388135593,1.908333333,4.3,44,7.86,29.34
2021-01-13,11.1,scrim,2,cegep,blue,victory,26:35,5,0,0,3,0,SacFeve,adc,Kai'Sa,5,2,11,2,2,0,11,7.8,2,1.2,149.2,129.5,7.7,12,499,7.4,3.4,3.8,9.9,7.2,2.8,0,12,6,0,6,11.3,9.8,212,22,8,10,8,0.615384615,5.5,0.186440678,0.973451327,1.9,50,8.80,54.17
2021-01-13,11.1,scrim,2,cegep,blue,victory,26:35,5,0,0,3,0,0TGG,support,Rakan,2,2,18,2,1,0,6.5,1.3,4.3,0.9,29,7.3,8,13.7,0,6.4,2.5,2.5,8.8,4.8,3.9,0.1,38,7,0,10,7.6,7.2,40,0,0,0,10,0.769230769,3.25,0.110169492,0.855263158,1.8,15,1.50,124.14
2021-01-13,11.1,scrim,2,lindenwood university,red,defeat,26:35,1,0,0,1,1,LoL Coach Sam,top,Pantheon,0,6,2,0,0,0,9.8,9.8,0,0,97,92.8,4.2,0,0,1,1,4.5,17.8,7.1,10.5,0.3,8,6,0,5,7.9,7.9,171,0,0,0,0.333333333,0.333333333,1.633333333,0.322368421,1.240506329,-1.2,11,6.43,42.88
2021-01-13,11.1,scrim,2,lindenwood university,red,defeat,26:35,1,0,0,1,1,Litning Drincer,jungle,Nunu,0,7,3,0,0,0,3.2,0.4,2.5,0.3,104.2,20.1,43.1,41,0,14.9,0,13.7,28.2,19.4,8.1,0.7,2,6,0,0,6.6,6,12,109,82,1,0.428571429,0.5,0.457142857,0.105263158,0.484848485,-4,-37,4.55,18.06
2021-01-13,11.1,scrim,2,lindenwood university,red,defeat,26:35,1,0,0,1,1,VinaZz VI,mid,Katarina,1,2,1,1,1,0,5.8,0.2,5.6,0,85.7,10.5,75.2,0,0,0.8,0.1,2,12.7,6,6.4,0.3,9,1,0,3,7.7,6.7,165,0,0,0,1,0.333333333,2.9,0.190789474,0.753246753,-4.3,-44,6.21,29.34
2021-01-13,11.1,scrim,2,lindenwood university,red,defeat,26:35,1,0,0,1,1,MoonJuices,adc,Samira,4,6,1,2,2,0,7.5,6.5,1,0,73.2,65.8,5.8,1.5,368,1.8,0.4,2.1,13.2,7.2,5.1,0.9,10,8,0,2,9.4,8.8,184,0,0,0,0.833333333,0.833333333,1.25,0.246710526,0.79787234,-1.9,-50,6.92,45.14
2021-01-13,11.1,scrim,2,lindenwood university,red,defeat,26:35,1,0,0,1,1,Puzyri,support,Rell,1,5,5,1,1,0,4.1,0.5,3.2,0.4,15.1,3.4,5.1,6.5,0,0.5,0.1,0.9,10.3,5.7,3.8,0.8,20,4,0,4,5.8,5.3,25,0,0,0,1.2,1,0.82,0.134868421,0.706896552,-1.8,-15,0.94,63.20
2021-01-13,11.1,scrim,3,lindenwood university,blue,defeat,36:45,3,0,0,2,1,LoL Coach Sam,top,Cho'Gath,3,4,2,2,1,0,12.9,1,9.1,2.8,178.1,29.2,113.2,35.8,17,5.8,1.5,9.2,32,11.1,13.4,7.5,10,13,0,7,12.8,12.2,232,16,4,0,1.25,0.25,3.225,0.150525088,1.0078125,-0.1,44,6.75,48.98
2021-01-13,11.1,scrim,3,lindenwood university,blue,defeat,36:45,3,0,0,2,1,Litning Drincer,jungle,Taliyah,2,6,8,2,1,0,16.5,0.2,15.9,0.5,208,12.5,184.9,10.6,0,23.6,0,12.9,28.4,15.2,11.7,1.5,1,12,0,0,11.5,10.9,24,195,156,0,1.666666667,0.5,2.75,0.192532089,1.434782609,-3.7,8,5.96,21.22
2021-01-13,11.1,scrim,3,lindenwood university,blue,defeat,36:45,3,0,0,2,1,VinaZz VI,mid,Pantheon,8,5,4,4,3,1,14.5,13.2,0.6,0.7,111.9,106.5,1.6,3.8,0,3.7,0.9,7.5,27,10.7,12.4,3.8,16,3,0,4,11.9,11.4,167,4,0,0,2.4,0.6,2.9,0.169194866,1.218487395,-1.8,-40,4.65,37.55
2021-01-13,11.1,scrim,3,lindenwood university,blue,defeat,36:45,3,0,0,2,1,MoonJuices,adc,Ashe,6,5,10,4,2,0,19.2,15.5,3,0.6,238.2,224,3,11.1,531,7.5,3.7,5,16.3,7.3,7.3,1.7,19,18,0,7,15.1,14.5,298,12,8,0,3.2,0.8,3.84,0.22403734,1.271523179,2.1,51,8.44,71.84
2021-01-13,11.1,scrim,3,lindenwood university,blue,defeat,36:45,3,0,0,2,1,Puzyri,support,Zyra,1,5,14,1,1,0,22.6,0.6,22,0,36.7,1.3,35.4,0,0,3.3,0.3,1.9,12.5,3.3,8.4,0.7,31,21,0,8,8.6,8.6,33,0,0,0,3,0.75,4.52,0.263710618,2.627906977,-0.3,-17,0.90,97.96
2021-01-13,11.1,scrim,3,cegep,red,victory,36:45,7,1,1,3,0,Killangel1,top,Malphite,5,1,9,5,2,0,15.2,3.9,11.3,0,134.9,47.3,77.7,9.9,24,9.8,2.6,2.3,12,4.1,7.6,0.4,14,5,0,2,12.9,11.6,204,0,0,0,14,0.56,15.2,0.166120219,1.178294574,0.1,-44,5.55,34.29
2021-01-13,11.1,scrim,3,cegep,red,victory,36:45,7,1,1,3,0,Sklerijenn,jungle,Olaf,9,6,8,5,1,0,18.8,13.2,0.2,5.4,201.8,159.4,11.1,31.3,0,23.4,1.8,21.2,40.7,22.9,12.4,5.5,3,15,0,2,15.2,14.4,28,183,136,12,2.833333333,0.68,3.133333333,0.205464481,1.236842105,3.7,-8,5.74,32.65
2021-01-13,11.1,scrim,3,cegep,red,victory,36:45,7,1,1,3,0,Le Sir Plante,mid,Vel'Koz,7,2,16,6,1,0,42.8,0.3,33.5,9,193.7,12.1,139.8,41.9,0,6,2.3,4.1,16.9,7.9,8.8,0.2,18,1,0,7,13.7,12.5,199,12,8,4,11.5,0.92,21.4,0.467759563,3.124087591,1.8,40,5.74,42.45
2021-01-13,11.1,scrim,3,cegep,red,victory,36:45,7,1,1,3,0,SacFeve,adc,Samira,2,6,12,2,1,0,7.2,6.1,1.2,0,154.2,140.1,14.1,0,563,11.3,5.4,5.5,21.6,11.7,9.8,0.1,15,7,0,7,13,12.1,247,12,12,0,2.333333333,0.56,1.2,0.078688525,0.553846154,-2.1,-51,7.05,47.35
2021-01-13,11.1,scrim,3,cegep,red,victory,36:45,7,1,1,3,0,0TGG,support,Rakan,2,5,15,2,1,0,7.5,1.4,5,1,21.6,7.4,7.9,6.2,0,0.8,0.2,9.1,22.3,6.4,14.8,1.1,79,20,0,15,8.9,7.9,50,0,0,0,3.4,0.68,1.5,0.081967213,0.842696629,0.3,17,1.36,186.12
2021-01-19,11.1,scrim,1,university of wisconsin-stout,blue,victory,39:35,11,3,1,5,2,Serecí,top,Maokai,2,7,17,2,1,0,23.2,2.7,19,1.5,144.6,32.6,109.6,2.3,0,7,6.9,13.6,40.4,18,13,9.4,10,1,0,1,13.8,11.5,184,8,0,0,2.714285714,0.575757576,3.314285714,0.174043511,1.68115942,-0.5,-22,4.85,18.19
2021-01-19,11.1,scrim,1,university of wisconsin-stout,blue,victory,39:35,11,3,1,5,2,Mrunholybus,jungle,Olaf,6,8,13,2,2,1,30.4,17.2,0.1,13.1,251.5,187.9,10.4,53.2,0,49.8,3.3,31.9,61.1,35.4,18.6,7,4,8,0,3,15.2,14,36,195,124,16,2.375,0.575757576,3.8,0.228057014,2,4.4,78,5.84,22.74
2021-01-19,11.1,scrim,1,university of wisconsin-stout,blue,victory,39:35,11,3,1,5,2,unAlike,mid,Malzahar,5,5,16,2,1,0,37.4,1,36,0.4,212.5,24,186.7,1.8,0,14.6,3.3,1.7,18.1,7.1,10.1,0.9,15,3,0,2,15.4,14.3,237,15,11,4,4.2,0.636363636,7.48,0.280570143,2.428571429,1.6,5,6.37,30.32
2021-01-19,11.1,scrim,1,university of wisconsin-stout,blue,victory,39:35,11,3,1,5,2,Blamblam100,adc,Samira,17,6,3,7,5,0,31.8,26.9,3.3,1.6,198.8,173.5,14.4,10.9,849,21.1,2.3,6.5,26.9,13.2,11.6,2,11,10,0,0,19.9,20.7,210,48,26,8,3.333333333,0.606060606,5.3,0.23855964,1.59798995,-0.3,-37,6.52,31.83
2021-01-19,11.1,scrim,1,university of wisconsin-stout,blue,victory,39:35,11,3,1,5,2,IamAmbush,support,Rakan,3,7,22,2,1,0,10.5,1.4,7.9,1.2,28.8,7.8,17.3,3.8,0,2.2,0.1,4.4,18.7,9.2,8,1.6,57,13,0,10,10.3,8.9,36,0,0,0,3.571428571,0.757575758,1.5,0.078769692,1.019417476,0.1,-5,0.91,121.26
2021-01-19,11.1,scrim,1,lindenwood university,red,defeat,39:35,2,0,1,2,0,LoL Coach Sam,top,Malphite,7,4,20,5,2,0,30.2,7.4,22.8,0,185.5,59.5,122,4.1,25,5.4,1,6.5,31.4,11,15.7,4.7,8,5,0,6,14.3,13.9,214,0,0,0,6.75,0.818181818,7.55,0.244931062,2.111888112,0.5,22,5.41,28.80
2021-01-19,11.1,scrim,1,lindenwood university,red,defeat,39:35,2,0,1,2,0,Puzyri,jungle,Nunu,0,7,21,0,0,0,11.4,1.6,8.9,0.9,162.6,35,73.8,53.8,0,15.1,0,24.7,48.2,31.5,13.3,3.4,7,4,0,7,10.8,9.8,15,138,109,0,3,0.636363636,1.628571429,0.092457421,1.055555556,-4.4,-78,3.87,27.28
2021-01-19,11.1,scrim,1,lindenwood university,red,defeat,39:35,2,0,1,2,0,VinaZz VI,mid,Zoe,7,6,15,2,2,0,22.5,1.4,19.5,1.7,192.3,17.7,163.3,11.4,0,6.4,1.2,5.5,22.5,9.1,11.4,2.1,14,7,0,4,13.8,13.5,227,20,16,0,3.666666667,0.666666667,3.75,0.182481752,1.630434783,-1.6,-5,6.24,37.89
2021-01-19,11.1,scrim,1,lindenwood university,red,defeat,39:35,2,0,1,2,0,MoonJuices,adc,Vayne,18,7,12,8,4,0,50.8,31.8,0.6,18.3,247.2,183.2,0.6,63.3,239,26.8,3.1,12.7,41.6,22.6,14.8,4.2,14,10,0,3,20.2,17.7,271,24,20,0,4.285714286,0.909090909,7.257142857,0.412003244,2.514851485,0.3,37,7.45,40.93
2021-01-19,11.1,scrim,1,lindenwood university,red,defeat,39:35,2,0,1,2,0,ZenDofu,support,Taric,1,9,26,1,1,0,8.4,2.5,5.9,0,23.8,7.4,10.1,6.3,0,1.2,0.1,12.6,29.3,11,14.8,3.4,40,10,0,11,10.2,9.6,41,0,0,0,3,0.818181818,0.933333333,0.068126521,0.823529412,-0.1,5,1.04,92.46
2021-01-19,11.1,scrim,2,lindenwood university,blue,defeat,20:51,0,0,0,0,0,snickerpig,top,Malphite,0,6,1,0,0,0,12.2,2.4,9.8,0,52.3,20.3,29.1,2.8,0,0.9,0.9,1.5,16.9,8.1,8.3,0.5,1,0,0,2,5,5,88,0,0,0,0.166666667,0.166666667,2.033333333,0.277272727,2.44,-3.9,-55,4.22,8.63
2021-01-19,11.1,scrim,2,lindenwood university,blue,defeat,20:51,0,0,0,0,0,Litning Drincer,jungle,Poppy,2,7,2,2,1,0,10,8.7,0.5,0.8,74.3,61.2,7.9,5.2,0,2.7,0,6.7,21.1,11.4,9,0.7,1,4,0,1,6.3,6.2,13,78,67,4,0.571428571,0.666666667,1.428571429,0.227272727,1.587301587,-2.2,-43,4.36,17.27
2021-01-19,11.1,scrim,2,lindenwood university,blue,defeat,20:51,0,0,0,0,0,VinaZz VI,mid,Seraphine,0,4,3,0,0,0,5,0.5,4.5,0,64.3,6.3,58,0,0,0.3,0.3,0.3,7,2,4.8,0.2,5,0,0,3,6,5.6,140,8,8,0,0.75,0.5,1.25,0.113636364,0.833333333,-4.6,-27,7.10,23.02
2021-01-19,11.1,scrim,2,lindenwood university,blue,defeat,20:51,0,0,0,0,0,h0gaboga,adc,Aphelios,3,5,2,3,1,0,13.7,11.2,0.9,1.5,63.5,52.8,1.4,9.2,323,3.1,0,3.5,14.4,8.7,5.5,0.2,7,0,0,2,6.8,6.5,122,0,0,0,1,0.833333333,2.74,0.311363636,2.014705882,-3.4,-37,5.85,25.90
2021-01-19,11.1,scrim,2,lindenwood university,blue,defeat,20:51,0,0,0,0,0,bricktps,support,Lulu,1,6,5,1,1,0,3.1,0.6,2.2,0.3,8.9,1.8,4.8,2.2,0,2.1,0,1.3,10.8,5.2,5.4,0.3,7,2,0,2,4.7,4.2,10,0,0,0,1,1,0.516666667,0.070454545,0.659574468,-1.8,8,0.48,31.65
2021-01-19,11.1,scrim,2,university of wisconsin-stout,red,victory,20:51,9,1,0,3,2,Serecí,top,Mordekaiser,5,3,6,3,2,0,14.2,2.2,11.4,0.7,102.9,16.4,79.7,6.9,0,3.7,3.7,10.7,23,13.2,8.8,1,6,0,0,0,8.9,8.7,135,8,4,4,3.666666667,0.392857143,4.733333333,0.262962963,1.595505618,3.9,55,6.86,17.27
2021-01-19,11.1,scrim,2,university of wisconsin-stout,red,victory,20:51,9,1,0,3,2,Mrunholybus,jungle,Kayn,4,1,8,4,2,0,6.8,6.5,0,0.3,103.5,83.5,6,14,0,23.4,1.2,15,23.6,18.7,4,0.8,1,2,0,2,8.5,7.7,17,117,80,1,12,0.428571429,6.8,0.125925926,0.8,2.2,43,6.43,14.39
2021-01-19,11.1,scrim,2,university of wisconsin-stout,red,victory,20:51,9,1,0,3,2,unAlike,mid,Swain,8,0,11,8,3,1,15.4,1.1,13.8,0.5,114.2,14.6,93.6,6,0,11.6,6.8,5.5,10.1,5.9,3.8,0.5,7,1,0,2,10.6,9.2,162,13,0,9,#DIV/0!,0.678571429,#DIV/0!,0.285185185,1.452830189,4.6,27,8.39,28.78
2021-01-19,11.1,scrim,2,university of wisconsin-stout,red,victory,20:51,9,1,0,3,2,Blamblam100,adc,Jhin,8,2,9,8,2,0,11.8,10.8,0.6,0.3,109,101.2,5.9,1.9,1335,14.5,6.8,5.5,13.2,9.2,3.6,0.3,3,0,0,0,10.2,8.4,151,8,4,4,8.5,0.607142857,5.9,0.218518519,1.156862745,3.4,37,7.63,8.63
2021-01-19,11.1,scrim,2,university of wisconsin-stout,red,victory,20:51,9,1,0,3,2,IamAmbush,support,Yuumi,3,0,15,3,1,0,5.8,0.4,5.2,0.2,10,0.8,9.1,0.2,0,2.5,2.3,5.7,2.4,2.1,0.3,0,12,1,0,3,6.5,5.8,2,0,0,0,#DIV/0!,0.642857143,#DIV/0!,0.107407407,0.892307692,1.8,-8,0.10,46.04
2021-01-19,11.1,scrim,3,university of wisconsin-stout,blue,victory,18:41,8,1,0,3,2,Serecí,top,Volibear,3,1,11,2,1,0,8.9,4.8,3.9,0.2,89.9,30.7,58.4,0.8,0,5,3.7,2.6,11.6,6.4,4.6,0.6,5,0,0,0,8.6,6.8,128,11,0,11,14,0.56,8.9,0.179435484,1.034883721,3.8,55,7.44,16.06
2021-01-19,11.1,scrim,3,university of wisconsin-stout,blue,victory,18:41,8,1,0,3,2,Mrunholybus,jungle,Udyr,10,0,8,10,2,0,10.9,3.8,6.2,0.8,114.5,38.4,62.8,13.3,8,28.6,1.7,8.7,15.6,11.5,3.9,0.3,3,6,0,1,10.4,9.1,11,124,64,27,#DIV/0!,0.72,#DIV/0!,0.219758065,1.048076923,5.5,63,7.23,32.11
2021-01-19,11.1,scrim,3,university of wisconsin-stout,blue,victory,18:41,8,1,0,3,2,unAlike,mid,Zoe,6,0,7,6,2,0,16.7,1.7,12.8,2.2,79.7,12.1,58.8,8.8,0,3.6,1.8,2.5,5.2,4,1.2,0,4,0,0,0,7.7,6.7,129,12,4,4,#DIV/0!,0.52,#DIV/0!,0.336693548,2.168831169,3.1,40,7.55,12.85
2021-01-19,11.1,scrim,3,university of wisconsin-stout,blue,victory,18:41,8,1,0,3,2,Blamblam100,adc,Vayne,4,3,6,2,2,0,8.4,6.3,0.3,1.8,61.4,52.4,0.4,8.5,266,10.4,5.3,3.1,9,6.2,2.6,0.2,4,1,0,0,7.6,6.1,105,8,1,0,3.333333333,0.4,2.8,0.169354839,1.105263158,0.8,0,6.05,16.06
2021-01-19,11.1,scrim,3,university of wisconsin-stout,blue,victory,18:41,8,1,0,3,2,IamAmbush,support,Lulu,2,3,16,2,1,1,4.7,0.8,3.7,0.2,14.4,2.8,11.3,0.2,0,2.7,1.2,0.5,5.4,3.5,1.7,0.2,15,2,0,4,6.3,5.4,7,0,0,0,6,0.72,1.566666667,0.094758065,0.746031746,2.4,-16,0.37,67.44
2021-01-19,11.1,scrim,3,lindenwood university,red,defeat,18:41,0,0,0,0,0,LoL Coach Sam,top,Malphite,1,4,1,1,1,0,4.9,0.7,4.2,0.1,35,13.1,21.9,0.1,0,0,0,1.2,10.4,3.4,6.2,0.8,6,0,0,3,4.8,4.8,84,0,0,0,0.5,0.285714286,1.225,0.196787149,1.020833333,-3.8,-55,4.50,28.90
2021-01-19,11.1,scrim,3,lindenwood university,red,defeat,18:41,0,0,0,0,0,Puzyri,jungle,Amumu,1,6,3,1,1,0,4.5,0.8,3.1,0.5,55.6,13,37.7,4.9,0,1.7,0,4.1,16.6,10,5.4,1.1,1,2,0,2,4.9,5,8,64,51,0,0.666666667,0.571428571,0.75,0.180722892,0.918367347,-5.5,-63,3.85,16.06
2021-01-19,11.1,scrim,3,lindenwood university,red,defeat,18:41,0,0,0,0,0,VinaZz VI,mid,Ryze,0,6,0,0,0,0,2,0.2,1.7,0,46.9,4.1,42.7,0.1,0,0.1,0,0.3,10.5,2.6,6.7,1.1,5,0,0,2,4.6,4.5,101,0,0,0,0,0,0.333333333,0.080321285,0.434782609,-3.1,-40,5.41,22.48
2021-01-19,11.1,scrim,3,lindenwood university,red,defeat,18:41,0,0,0,0,0,MoonJuices,adc,Samira,5,3,1,3,2,0,9.5,7.9,1.5,0.1,39.5,35.3,4.1,0.1,281,0.2,0.2,2.2,12.5,6.7,4.7,1.1,7,1,0,4,6.8,6.6,113,0,0,0,2,0.857142857,3.166666667,0.381526104,1.397058824,-0.8,0,6.05,38.54
2021-01-19,11.1,scrim,3,lindenwood university,red,defeat,18:41,0,0,0,0,0,bricktps,support,Nautilus,0,6,5,0,0,0,4,1.1,2.3,0.6,15.3,4.5,6.1,4.8,0,0.1,0.1,0,11.4,5.1,5.2,1.1,4,0,0,2,3.9,3.2,23,0,0,0,0.833333333,0.714285714,0.666666667,0.16064257,1.025641026,-2.4,16,1.23,19.27
2021-01-20,11.1,scrim,1,lindenwood university,blue,defeat,26:01,0,0,0,1,1,LoL Coach Sam,top,Wukong,3,3,1,2,2,0,12.7,11.1,1.6,0,92.8,73,12.9,6.9,0,4.4,0,3.7,19.3,14.1,4.5,0.7,1,2,0,1,8.9,8.6,182,0,0,0,1.333333333,0.4,4.233333333,0.302380952,1.426966292,-1.9,-13,7.00,9.22
2021-01-20,11.1,scrim,1,lindenwood university,blue,defeat,26:01,0,0,0,1,1,Puzyri,jungle,Lillia,1,3,3,1,1,0,3.4,0.1,2.6,0.7,109.5,18,67.8,23.7,0,9.9,0,12,24.6,18.2,6,0.4,3,5,0,4,7.2,6.7,12,120,93,0,1.333333333,0.4,1.133333333,0.080952381,0.472222222,-4.2,-91,5.07,27.67
2021-01-20,11.1,scrim,1,lindenwood university,blue,defeat,26:01,0,0,0,1,1,VinaZz VI,mid,Malzahar,0,4,1,0,0,0,6.7,0.1,6.6,0,109,11.4,97.6,0,0,1.5,0,0.2,10.7,8.1,2.5,0.1,9,1,0,4,7.9,7.2,190,0,0,0,0.25,0.1,1.675,0.15952381,0.848101266,-3,-19,7.30,32.29
2021-01-20,11.1,scrim,1,lindenwood university,blue,defeat,26:01,0,0,0,1,1,MoonJuices,adc,Samira,3,4,3,2,2,0,13.2,11.5,1.6,0,82.4,72.8,9.7,0,355,3.7,2.2,3.9,16.8,9.9,6.1,0.9,11,1,0,3,9,8,191,0,0,0,1.5,0.6,3.3,0.314285714,1.466666667,-1.9,-19,7.34,34.59
2021-01-20,11.1,scrim,1,lindenwood university,blue,defeat,26:01,0,0,0,1,1,h0gaboga,support,Galio,3,2,6,2,1,1,6,0.4,5.2,0.3,32,2.3,24,5.7,0,0.3,0,0.2,11.5,7.6,3.1,0.8,22,8,0,9,6.6,6.2,39,0,0,0,4.5,0.9,3,0.142857143,0.909090909,-0.1,13,1.50,89.94
2021-01-20,11.1,scrim,1,grand view university,red,victory,26:01,9,3,1,2,1,Mesterjakel,top,Renekton,3,1,5,3,1,0,12.7,11.1,1.6,0,127.8,119.2,5.4,3.1,0,14.9,5,10.4,23.5,20.8,2.6,0.1,9,1,0,4,10.8,9.7,187,8,0,0,8,0.5,12.7,0.231751825,1.175925926,1.9,13,7.50,32.29
2021-01-20,11.1,scrim,1,grand view university,red,victory,26:01,9,3,1,2,1,DreadJoker,jungle,Karthus,4,1,5,4,2,0,13.8,0.1,13.3,0.4,205.4,6.6,191.1,7.7,0,30.6,3.3,12.4,22,15.7,5.9,0.4,1,3,0,0,11.4,10.3,32,191,115,33,9,0.5625,13.8,0.251824818,1.210526316,4.2,91,8.57,9.22
2021-01-20,11.1,scrim,1,grand view university,red,victory,26:01,9,3,1,2,1,Kayzo,mid,Lucian,3,0,5,3,1,0,11.6,10.2,0.6,0.8,137.3,125.5,5.8,6,432,10.9,6.7,1.7,13.1,8.6,4.5,0,10,4,0,2,10.9,9.1,205,4,0,1,#DIV/0!,0.5,#DIV/0!,0.211678832,1.064220183,3,19,8.03,36.90
2021-01-20,11.1,scrim,1,grand view university,red,victory,26:01,9,3,1,2,1,Køusei,adc,Kai'Sa,5,3,5,2,2,0,12.6,9.6,1.5,1.4,118.9,104.4,6.9,7.5,450,10.8,3.5,4.8,11.5,6.9,4.4,0.2,9,0,0,2,10.9,8.4,202,8,4,0,3.333333333,0.625,4.2,0.229927007,1.155963303,1.9,19,8.07,25.37
2021-01-20,11.1,scrim,1,grand view university,red,victory,26:01,9,3,1,2,1,Adrenalïne,support,Nautilus,1,5,11,1,1,0,4.1,0.9,2.9,0.3,18.2,4.1,4.5,9.6,0,2.5,0.5,0.6,10.4,6.1,4,0.3,18,5,0,5,6.7,5.1,26,0,0,0,2.4,0.75,0.82,0.074817518,0.611940299,0.1,-13,1.00,64.57
2021-01-20,11.1,scrim,2,grand view university,blue,victory,26:20,9,1,1,2,1,Mesterjakel,top,Darius,6,3,10,4,2,1,18.8,14.5,0.3,4.1,116.8,105.6,0.4,10.8,0,14.4,6.6,8.6,21.1,14.3,4.5,2.4,7,3,0,3,11.4,9.1,161,4,0,0,5.333333333,0.64,6.266666667,0.329246935,1.649122807,3.1,-11,6.27,29.62
2021-01-20,11.1,scrim,2,grand view university,blue,victory,26:20,9,1,1,2,1,DreadJoker,jungle,Fiddlesticks,8,0,8,8,2,0,15,0.3,13.7,1,166.3,8.5,139.2,18.6,0,24.1,4.5,15,19.4,14.4,4.9,0.1,3,5,0,4,11.4,10.7,36,137,99,11,#DIV/0!,0.64,#DIV/0!,0.262697023,1.315789474,3.3,23,6.57,27.34
2021-01-20,11.1,scrim,2,grand view university,blue,victory,26:20,9,1,1,2,1,Kayzo,mid,Galio,5,1,10,3,1,0,13.3,0.2,13.1,0,107.7,6.6,97.4,3.7,0,8.7,5.4,2.4,12.7,10.9,1.1,0.7,12,2,0,4,10.8,10.3,171,0,0,0,15,0.6,13.3,0.232924694,1.231481481,2.8,4,6.49,41.01
2021-01-20,11.1,scrim,2,grand view university,blue,victory,26:20,9,1,1,2,1,Køusei,adc,Kai'Sa,4,2,8,2,2,0,8,4.9,2.9,0.3,121.7,111.2,9.4,1.1,422,8.6,1.5,3.8,10.9,7.4,3.4,0.2,8,3,0,5,10.4,8.7,191,14,4,2,6,0.48,4,0.140105079,0.769230769,2.8,38,7.78,36.46
2021-01-20,11.1,scrim,2,grand view university,blue,victory,26:20,9,1,1,2,1,Adrenalïne,support,Leona,2,0,7,2,1,0,2,0.7,1.1,0.2,13,5.9,2.9,4.2,0,2.9,1.2,1.7,10,6.6,3.4,0,14,3,0,6,7.1,6.8,25,0,0,0,#DIV/0!,0.36,#DIV/0!,0.03502627,0.281690141,2,9,0.95,52.41
2021-01-20,11.1,scrim,2,lindenwood university,red,defeat,26:20,1,0,0,2,0,LoL Coach Sam,top,Camille,1,6,4,1,1,0,11.9,8.8,0.6,2.5,85.6,70.5,0.6,14.5,0,5.2,3.3,1.7,20.9,11.4,7.5,1.9,6,2,0,2,8.3,7.6,172,4,4,0,0.833333333,0.833333333,1.983333333,0.298245614,1.43373494,-3.1,11,6.68,22.78
2021-01-20,11.1,scrim,2,lindenwood university,red,defeat,26:20,1,0,0,2,0,Litning Drincer,jungle,Sejuani,2,4,3,2,1,0,8.2,3.4,4.2,0.6,117.5,63.7,46.2,7.5,0,8.4,0,8.6,23.6,14.3,7.7,1.6,2,5,0,1,8.1,7.8,21,129,95,4,1.25,0.833333333,2.05,0.205513784,1.012345679,-3.3,-23,5.70,18.23
2021-01-20,11.1,scrim,2,lindenwood university,red,defeat,26:20,1,0,0,2,0,VinaZz VI,mid,Orianna,2,4,0,2,2,0,4.2,0.5,3.4,0.2,90.1,10.1,77.1,3,0,2.8,1,0.2,12.1,3.2,8.7,0.2,8,0,0,3,8,7.2,163,4,4,0,0.5,0.333333333,1.05,0.105263158,0.525,-2.8,-4,6.34,25.06
2021-01-20,11.1,scrim,2,lindenwood university,red,defeat,26:20,1,0,0,2,0,MoonJuices,adc,Ashe,1,4,0,1,1,0,10.3,9.3,1,0,81.9,73.8,1,7.1,215,2.9,0,0.7,9.2,5.2,3.4,0.6,8,4,0,1,7.6,7.3,167,0,0,0,0.25,0.166666667,2.575,0.258145363,1.355263158,-2.8,-38,6.34,29.62
2021-01-20,11.1,scrim,2,lindenwood university,red,defeat,26:20,1,0,0,2,0,Puzyri,support,Zyra,0,7,1,0,0,0,5.3,0.3,5.1,0,14.2,1,13.3,0,0,1.2,0,0.8,10.5,4,5.3,1.2,21,6,0,5,5.1,4.7,16,0,0,0,0.142857143,0.166666667,0.757142857,0.13283208,1.039215686,-2,-9,0.61,72.91
